item_id,pilar,tipo,texto,empresa_id,empresa_nome,setor,porte,regiao,maturidade_ia,cobertura,cobertura_score,roadmap,decisao,resposta,comentario
5.A6,5,Avançado,Redes dinâmicas de agentes conforme a necessidade,e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Redes dinâmicas de agentes conforme a necessidade». No pilar, RBAC e governança enterprise Salesforce/MuleSoft. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
6.1,6,Expectativa,Plano de controle centralizado para agentes e aplicações,e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Tem,1,Em curso,Híbrido,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Plano de controle centralizado para agentes e aplicações». No pilar, runtime e scale no Anypoint; custo/ops típicos de iPaaS enterprise. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
6.2,6,Expectativa,"Visibilidade sobre agentes, ferramentas, modelos e acessos",e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Tem,1,Feito,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Visibilidade sobre agentes, ferramentas, modelos e acessos». No pilar, runtime e scale no Anypoint; custo/ops típicos de iPaaS enterprise. Roadmap «Feito» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
6.3,6,Expectativa,"Logs de auditoria, rastreabilidade e transparência",e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Tem,1,Em curso,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Logs de auditoria, rastreabilidade e transparência». No pilar, runtime e scale no Anypoint; custo/ops típicos de iPaaS enterprise. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
6.4,6,Expectativa,RBAC para pessoas e agentes,e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Tem,1,Feito,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «RBAC para pessoas e agentes». No pilar, runtime e scale no Anypoint; custo/ops típicos de iPaaS enterprise. Roadmap «Feito» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
6.5,6,Expectativa,Pontuação de confiança para resultados e fluxos agentic,e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Tem,1,Em curso,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Pontuação de confiança para resultados e fluxos agentic». No pilar, runtime e scale no Anypoint; custo/ops típicos de iPaaS enterprise. Roadmap «Em curso» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
6.6,6,Expectativa,Controle de custos (roteamento de modelos e gestão de contexto),e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Tem,1,Em curso,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Controle de custos (roteamento de modelos e gestão de contexto)». No pilar, runtime e scale no Anypoint; custo/ops típicos de iPaaS enterprise. Roadmap «Em curso» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
6.A1,6,Avançado,Acompanhamento de ROI das aplicações de IA,e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Tem,1,Em curso,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Acompanhamento de ROI das aplicações de IA». No pilar, runtime e scale no Anypoint; custo/ops típicos de iPaaS enterprise. Roadmap «Em curso» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
6.A2,6,Avançado,Regras comuns de governança para agentes internos e de terceiros,e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Tem,1,Em curso,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Regras comuns de governança para agentes internos e de terceiros». No pilar, runtime e scale no Anypoint; custo/ops típicos de iPaaS enterprise. Roadmap «Em curso» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
6.A3,6,Avançado,"Controle granular por usuário, agente, aplicação e ambiente",e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Não tem,0,—,Construir,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Controle granular por usuário, agente, aplicação e ambiente» (gap típico do posicionamento atual). No pilar, runtime e scale no Anypoint; custo/ops típicos de iPaaS enterprise. Roadmap «—» e decisão «Construir» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
6.A4,6,Avançado,Monitoramento contínuo dos fluxos dos agentes,e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Monitoramento contínuo dos fluxos dos agentes». No pilar, runtime e scale no Anypoint; custo/ops típicos de iPaaS enterprise. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
6.A5,6,Avançado,"Descoberta, identificação, pesquisa e catalogação de agentes",e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Tem,1,Feito,—,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Descoberta, identificação, pesquisa e catalogação de agentes». No pilar, runtime e scale no Anypoint; custo/ops típicos de iPaaS enterprise. Roadmap «Feito» e decisão «—» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
6.A6,6,Avançado,"Registro de endpoints, ferramentas, modelos, dados e permissões",e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Registro de endpoints, ferramentas, modelos, dados e permissões», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, runtime e scale no Anypoint; custo/ops típicos de iPaaS enterprise. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
6.A7,6,Avançado,Gestão centralizada do ciclo de vida e da frota de agentes,e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Gestão centralizada do ciclo de vida e da frota de agentes». No pilar, runtime e scale no Anypoint; custo/ops típicos de iPaaS enterprise. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
7.1,7,Expectativa,Marketplace de agentes e componentes pré-construídos,e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Parcial,0.5,Backlog,Híbrido,,"Cobertura Parcial: há peças úteis para «Marketplace de agentes e componentes pré-construídos», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, indústria via conectores MES/ERP; menos nativo OT que vendors industriais. Roadmap «Backlog» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
7.2,7,Expectativa,Integração nativa de aplicações de terceiros,e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Integração nativa de aplicações de terceiros». No pilar, indústria via conectores MES/ERP; menos nativo OT que vendors industriais. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
7.3,7,Expectativa,"Arquitetura para entrega, implantação e sustentação",e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Tem,1,Em curso,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Arquitetura para entrega, implantação e sustentação». No pilar, indústria via conectores MES/ERP; menos nativo OT que vendors industriais. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
7.4,7,Expectativa,"Suporte de especialistas, arquitetos e equipes de implantação",e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Tem,1,Em curso,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Suporte de especialistas, arquitetos e equipes de implantação». No pilar, indústria via conectores MES/ERP; menos nativo OT que vendors industriais. Roadmap «Em curso» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
7.5,7,Expectativa,Componentes reutilizáveis para acelerar casos de uso,e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Não tem,0,—,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Componentes reutilizáveis para acelerar casos de uso» (gap típico do posicionamento atual). No pilar, indústria via conectores MES/ERP; menos nativo OT que vendors industriais. Roadmap «—» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
7.A1,7,Avançado,Fluxos específicos por indústria e processo,e01,MuleSoft Agent Fabric,Integração / Control plane,Enterprise,Global,líder,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Fluxos específicos por indústria e processo», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, indústria via conectores MES/ERP; menos nativo OT que vendors industriais. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com MuleSoft Agent Fabric. Avaliação heurística com base em materiais públicos — validar em POC."
